type,name,notice,furigana
燃えるごみ,シューズケース,,し
燃えるごみ,シューズキーパー,,し
燃えるごみ,じゅうたん,５０ｃｍ四方に切って出す。指定袋に入らない物は直接搬入。,し
燃えるごみ,将棋盤,指定袋に入らないものは直接搬入。,し
燃えるごみ,じょうろ,金属製は燃えないごみ。,し
燃えるごみ,食用油,古布等に吸わせて出す。,し
燃えるごみ,食器（プラスティック・紙製）,,し
燃えるごみ,人工芝,指定袋に入らないものは直接搬入。,し
燃えるごみ,吸い殻（タバコ）,,す
燃えるごみ,スキーウェア,きれいな物は衣類回収へ。,す
燃えるごみ,スキー靴,,す
燃えるごみ,スケート靴,金属の部分はビニール等で包んで燃えないごみ。,す
燃えるごみ,すだれ,切って指定袋に入れて出す。,す
燃えるごみ,ストッキング,きれいな物は衣類回収へ。,す
燃えるごみ,ストロー,,す
燃えるごみ,すのこ,切って指定袋に入れて出す。,す
燃えるごみ,スパイクシューズ,金属の部分はビニール等で包んで燃えないごみ。,す
燃えるごみ,スポンジ,,す
燃えるごみ,墨（固形）,,す
燃えるごみ,スリッパ,,す
燃えるごみ,生理用品,小袋または新聞紙などに包んで指定袋へ。,せ
燃えるごみ,せっけん,,せ
燃えるごみ,セロハン紙,,せ
燃えるごみ,線香,発火の恐れがあるため、水で濡らすこと。,せ
燃えるごみ,洗剤,,せ
燃えるごみ,洗車ブラシ,,せ
燃えるごみ,扇子,,せ
燃えるごみ,洗面器,金属製は燃えないごみ。,せ
燃えるごみ,造花,,そ
燃えるごみ,ぞうり,,そ
燃えるごみ,そり,指定袋に入らないものは直接搬入。,そ
燃えるごみ,そろばん,,そ
燃えるごみ,タオル,きれいな物は衣類回収へ。,た
燃えるごみ,竹串,危なくないよう先を折る。,た
燃えるごみ,竹ぼうき,指定袋に入らないものは直接搬入。,た
燃えるごみ,タッパー,,た
燃えるごみ,たわし,,た
燃えるごみ,注射筒（針なし）,,ち
燃えるごみ,チューブ類,１ｍ程度に切断する。,ち
燃えるごみ,貯金箱（プラスチック）,陶器製は燃えないごみ。,ち
燃えるごみ,ちりとり,金属製は燃えないごみ。,ち
燃えるごみ,杖,金属製は燃えないごみ。,つ
燃えるごみ,使い捨てカイロ,使用済みのもの。,つ
燃えるごみ,つけ毛・つけまつ毛,,つ
燃えるごみ,漬物石（プラスチック製）,,つ
燃えるごみ,積み木,,つ
燃えるごみ,釣り糸,短く切って出す。,つ
燃えるごみ,釣り竿,指定袋に入る大きさに切る。,つ
燃えるごみ,DVDディスク・ケース,,て
燃えるごみ,テープ,,て
燃えるごみ,デスクマット,指定袋に入るように切る。,て
燃えるごみ,テニスラケット,金属製のものは燃えないごみ。,て
燃えるごみ,テレホンカード,,て
燃えるごみ,電気カーペット,指定袋に入る大きさに切る。コードは根元から切って束ねて出す。電気の部分は燃えないごみ。,て
燃えるごみ,電気毛布,コードは根元から切って束ねて出す。指定袋に入らない物は直接搬入。,て
燃えるごみ,テント（シート）,指定袋に入らないものは直接搬入。,て
燃えるごみ,トイレ用ブラシ,,と
燃えるごみ,籐製品,指定袋に入らないものは直接搬入。,と
燃えるごみ,登山シューズ,,と
燃えるごみ,トロフィー,金属の部分は燃えないごみへ出す。,と
燃えるごみ,長靴,,な
燃えるごみ,なわとび,,な
燃えるごみ,人形,指定袋に入らないものは直接搬入。,に
燃えるごみ,ぬいぐるみ,,ぬ
燃えるごみ,布類,きれいな物は衣類回収へ。,ぬ
燃えるごみ,猫砂,汚物は必ず取り除く。,ね
燃えるごみ,寝袋,指定袋に入らないものは直接搬入。,ね
燃えるごみ,粘着テープ,,ね
燃えるごみ,ノート,,の
燃えるごみ,バインダー,金属の部分は燃えないごみ。,は
燃えるごみ,剥製（はくせい）,指定袋に入らないものは直接搬入。,は
燃えるごみ,はけ,,は
燃えるごみ,バケツ（プラスチック製）,金属製・金属の部分は燃えないごみ。,は
燃えるごみ,はしご（木製）,大きいものは解体すること。または直接搬入。,は
燃えるごみ,バッグ（ハンドバッグ）,きれいな物は衣類回収へ。,は
燃えるごみ,バット（木製）,,は
燃えるごみ,花火,一晩水に湿らせる。,は
燃えるごみ,歯ブラシ,,は
燃えるごみ,歯磨き粉のチューブ,,は
燃えるごみ,バラン（お弁当に入っているプラスチック製の緑色の草、花）,,は
燃えるごみ,ハンガー,金属製の物は束ねて燃えないごみ。,は
燃えるごみ,ビート板,指定袋に入らないものは直接搬入。,ひ
燃えるごみ,ビデオテープ・ケース,,ひ
燃えるごみ,ピンポン玉,,ひ
燃えるごみ,ファイル,金属部分は燃えないごみ。,ふ
燃えるごみ,フィルム,,ふ
燃えるごみ,ブーツ,きれいな物は衣類回収へ。,ふ
燃えるごみ,風船,,ふ
燃えるごみ,プール（子供用）,,ふ
燃えるごみ,筆,,ふ
燃えるごみ,ふで箱,,ふ
燃えるごみ,袋（ビニール製で容器包装でないもの）,クリーニングの袋,ふ
燃えるごみ,ふとんカバー,,ふ
燃えるごみ,プラモデル,,ふ
燃えるごみ,ブルーシート,,ふ
燃えるごみ,ブルーレイディスク,,ふ
燃えるごみ,古着,きれいな物は衣類回収へ。,ふ
燃えるごみ,ブロック（プラスチック製）,,ふ
燃えるごみ,風呂敷,,ふ
燃えるごみ,フロッピーディスク,,ふ
燃えるごみ,風呂のふた,指定袋に入らないものは直接搬入。,ふ
燃えるごみ,風呂マット,,ふ
燃えるごみ,ペーパータオル,,へ
燃えるごみ,ヘアバンド,金属製は燃えないごみ。,へ
燃えるごみ,ヘアーブラシ,,へ
燃えるごみ,ペットの使用した砂,汚物は必ず取り除く。,へ
燃えるごみ,ペットのトイレシート,汚物は必ず取り除く。,へ
燃えるごみ,ベルト,,へ
燃えるごみ,ペン（フェルトペン・ボールペン等）,金属製の物は燃えないごみ。,へ
燃えるごみ,ペンキ（家庭用で少量の場合）,新聞紙等に吸わせて乾燥させる。,へ
燃えるごみ,便座,,へ
燃えるごみ,弁当箱,金属製は燃えないごみ。,へ
燃えるごみ,ほうき,指定袋に入らないものは直接搬入。,ほ
燃えるごみ,芳香剤,缶の物は燃えないごみ。,ほ
燃えるごみ,帽子,きれいな物は衣類回収へ。,ほ
燃えるごみ,ホース,１ｍ程度に切る。,ほ
燃えるごみ,ホースリール,,ほ
燃えるごみ,ボール（サッカー・野球・ゴルフ等）,空気が抜けるものは抜く。,ほ
燃えるごみ,ホットカーペット,５０ｃｍ四方に切って出す。コードは根元から切って束ねて燃えないごみへ。,ほ
燃えるごみ,ポリタンク・ポリバケツ,指定袋に入らないものは直接搬入。,ほ
燃えるごみ,保冷剤,,ほ
燃えるごみ,マージャンパイ,,ま
燃えるごみ,マウスパッド,,ま
燃えるごみ,巻尺,金属製のものは燃えないごみ。,ま
燃えるごみ,まくら,,ま
燃えるごみ,マスク,,ま
燃えるごみ,マッチ,一晩水に湿らせる。,ま
燃えるごみ,まな板,,ま
燃えるごみ,万年筆,,ま
燃えるごみ,虫かご,,む
燃えるごみ,名刺入れ（布製）,金属製は燃えないごみ。,め
燃えるごみ,めがねケース（布製・プラ製）,金属製は燃えないごみ。,め
燃えるごみ,メジャー,金属製の物は燃えないごみ。,め
燃えるごみ,毛布,きれいな物は衣類回収へ。,も
燃えるごみ,モップ,指定袋に入らないものは直接搬入。,も
燃えるごみ,洋服ブラシ,,よ
燃えるごみ,よしず,指定袋に入らないものは直接搬入。,よ
燃えるごみ,ラケット,金属製の物は燃えないごみ。,ら
燃えるごみ,ランドセル,きれいな物は衣類回収へ。,ら
燃えるごみ,リコーダー（笛）,,り
燃えるごみ,リュックサック,きれいな物は衣類回収へ。,り
燃えるごみ,ルアー,,る
燃えるごみ,レコード盤,,れ
燃えるごみ,レジャーシート,,れ
燃えるごみ,ローソク,,ろ
燃えるごみ,ロープ,１ｍ程度に切る。,ろ
燃えるごみ,輪ゴム,,わ
燃えるごみ,割りばし,,わ
燃えるごみ,和紙,,わ
